"date","region","cum_cases","cum_deaths","daily_cases"
"2023-04-26","Jeollabuk-do","1045755","1227","462"
"2023-04-26","Gangwon-do","912862","1327","443"
"2023-04-26","Chungcheongnam-do","1259174","1584","632"
"2023-04-26","Jeju","394889","275","222"
"2023-04-26","Gwangju","906865","826","551"
"2023-04-26","Incheon","1808783","1899","1050"
"2023-04-26","Ulsan","661078","531","110"
"2023-04-26","Seoul","6063120","6418","4217"
"2023-04-27","Gangwon-do","913262","1327","399"
"2023-04-27","Busan","1839633","2835","484"
"2023-04-27","Jeollanam-do","1018200","997","528"
"2023-04-27","Incheon","1809750","1902","959"
"2023-04-27","Gwangju","907275","827","410"
"2023-04-27","Jeju","395042","275","152"
"2023-04-27","Chungcheongnam-do","1259702","1584","528"
"2023-04-27","Daejeon","908541","949","373"
"2023-04-27","Seoul","6066844","6421","3721"
"2023-04-27","Sejong","247823","57","96"
"2023-04-27","Gyeonggi-do","8423458","8402","4162"
"2023-04-27","Total","31129070","34460","14241"
"2023-04-27","Daegu","1356320","2001","395"
"2023-04-27","Chungcheongbuk-do","976556","1043","436"
"2023-04-27","Jeollabuk-do","1046173","1227","418"
"2023-04-27","Lazaretto","17966","16","0"
"2023-04-27","Gyeongsangnam-do","1857404","1966","572"
"2023-04-27","Gyeongsangbuk-do","1423911","2100","477"
"2023-04-27","Ulsan","661210","531","131"
"2023-04-28","Incheon","1810676","1902","923"
"2023-04-28","Gyeongsangnam-do","1857964","1967","560"
"2023-04-28","Chungcheongnam-do","1260261","1586","559"
"2023-04-28","Gyeongsangbuk-do","1424363","2100","451"
"2023-04-28","Gangwon-do","913624","1327","362"
"2023-04-28","Jeju","395208","275","166"
"2023-04-28","Jeollabuk-do","1046567","1227","394"
"2023-04-28","Total","31142861","34471","13769"
"2023-04-28","Chungcheongbuk-do","976941","1043","385"
"2023-04-28","Daegu","1356699","2003","379"
"2023-04-28","Jeollanam-do","1018718","998","518"
"2023-04-28","Daejeon","908946","950","405"
"2023-04-28","Busan","1840143","2835","509"
"2023-04-28","Lazaretto","17975","16","0"
"2023-04-28","Gyeonggi-do","8427366","8404","3902"
"2023-04-28","Gwangju","907682","828","406"
"2023-04-28","Seoul","6070440","6422","3596"
"2023-04-28","Sejong","247925","57","102"
"2023-04-28","Ulsan","661363","531","152"
"2023-04-29","Jeollanam-do","1019247","998","528"
"2023-04-29","Daejeon","909338","950","416"
"2023-04-29","Gyeongsangbuk-do","1424796","2100","431"
"2023-04-29","Sejong","248000","57","95"
"2023-04-29","Seoul","6073943","6422","3663"
"2023-04-29","Lazaretto","17984","16","0"
"2023-04-29","Gyeongsangnam-do","1858658","1967","699"
"2023-04-29","Jeollabuk-do","1047030","1227","471"
"2023-04-29","Chungcheongbuk-do","977367","1043","430"
"2023-04-29","Ulsan","661525","531","162"
"2023-04-29","Jeju","395387","275","177"
"2023-04-29","Incheon","1811698","1902","1036"
"2023-04-29","Busan","1840701","2835","596"
"2023-04-29","Gyeonggi-do","8431551","8406","4279"
"2023-04-29","Gangwon-do","913941","1327","321"
"2023-04-29","Total","31157272","34474","14777"
"2023-04-29","Chungcheongnam-do","1260793","1587","543"
"2023-04-29","Daegu","1357151","2003","448"
"2023-04-29","Gwangju","908162","828","482"
"2023-04-30","Chungcheongnam-do","1261315","0","522"
"2023-04-30","Daejeon","909773","0","434"
"2023-04-30","Seoul","6077285","0","3342"
"2023-04-30","Gangwon-do","914203","0","261"
"2023-04-30","Total","31170886","0","13582"
"2023-04-30","Ulsan","661684","0","159"
"2023-04-30","Jeollabuk-do","1047569","0","539"
"2023-04-30","Incheon","1812681","0","983"
"2023-04-30","Busan","1841224","0","523"
"2023-04-30","Jeju","395564","0","176"
"2023-04-30","Gyeonggi-do","8435305","0","3753"
"2023-04-30","Sejong","248096","0","96"
"2023-04-30","Jeollanam-do","1019854","0","604"
"2023-04-30","Gyeongsangbuk-do","1425240","0","442"
"2023-04-30","Lazaretto","17994","0","0"
"2023-04-30","Daegu","1357547","0","386"
"2023-04-30","Gyeongsangnam-do","1859226","0","565"
"2023-04-30","Gwangju","908558","0","396"
"2023-04-30","Chungcheongbuk-do","977768","0","401"
"2023-05-01","Daejeon","909928","951","155"
"2023-05-01","Incheon","1813042","1903","359"
"2023-05-01","Sejong","248142","57","46"
"2023-05-01","Lazaretto","18010","16","0"
"2023-05-01","Gwangju","908828","828","270"
"2023-05-01","Gyeongsangnam-do","1859398","1967","172"
"2023-05-01","Seoul","6078397","6425","1112"
"2023-05-01","Gyeonggi-do","8437258","8408","1952"
"2023-05-01","Total","31176660","34487","5751"
"2023-05-01","Ulsan","661731","531","46"
"2023-05-01","Gangwon-do","914400","1327","197"
"2023-05-01","Chungcheongbuk-do","978033","1043","265"
"2023-05-01","Chungcheongnam-do","1261532","1589","216"
"2023-05-01","Daegu","1357669","2003","122"
"2023-05-01","Jeollabuk-do","1047711","1230","142"
"2023-05-01","Jeju","395700","275","136"
"2023-05-01","Gyeongsangbuk-do","1425396","2100","155"
"2023-05-01","Busan","1841408","2836","183"
"2023-05-01","Jeollanam-do","1020077","998","223"
"2023-05-02","Chungcheongbuk-do","978425","1043","392"
"2023-05-02","Total","31192401","34497","15714"
"2023-05-02","Gyeongsangnam-do","1860063","1967","665"
"2023-05-02","Jeollabuk-do","1048194","1230","482"
"2023-05-02","Gyeongsangbuk-do","1425784","2101","387"
"2023-05-02","Busan","1842127","2837","719"
"2023-05-02","Ulsan","661930","531","199"
"2023-05-02","Incheon","1814063","1904","1021"
"2023-05-02","Gangwon-do","914749","1327","348"
"2023-05-02","Seoul","6082360","6428","3963"
"2023-05-02","Sejong","248266","57","124"
"2023-05-02","Gwangju","909210","828","380"
"2023-05-02","Gyeonggi-do","8442048","8409","4787"
"2023-05-02","Daejeon","910418","951","490"
"2023-05-02","Jeollanam-do","1020616","999","538"
"2023-05-02","Jeju","395806","275","106"
"2023-05-02","Lazaretto","18025","16","0"
"2023-05-02","Chungcheongnam-do","1262168","1590","636"
"2023-05-02","Daegu","1358149","2004","477"
"2023-05-03","Daegu","1358613","2005","463"
"2023-05-03","Seoul","6087497","6429","5136"
"2023-05-03","Daejeon","911084","952","666"
"2023-05-03","Gyeongsangbuk-do","1426381","2101","597"
"2023-05-03","Chungcheongbuk-do","979025","1045","600"
"2023-05-03","Gangwon-do","915206","1327","455"
"2023-05-03","Incheon","1815341","1904","1277"
"2023-05-03","Gyeongsangnam-do","1860938","1968","875"
"2023-05-03","Jeollanam-do","1021356","999","738"
"2023-05-03","Jeollabuk-do","1048783","1232","589"
"2023-05-03","Ulsan","662110","531","180"
"2023-05-03","Sejong","248418","57","152"
"2023-05-03","Lazaretto","18041","16","0"
"2023-05-03","Gwangju","909784","828","574"
"2023-05-03","Busan","1842886","2837","758"
"2023-05-03","Chungcheongnam-do","1262986","1590","818"
"2023-05-03","Jeju","396076","275","269"
"2023-05-03","Total","31212598","34505","20171"
"2023-05-03","Gyeonggi-do","8448073","8409","6024"
"2023-05-04","Jeollabuk-do","1049442","1232","659"
"2023-05-04","Seoul","6092424","6432","4927"
"2023-05-04","Ulsan","662333","531","222"
"2023-05-04","Jeju","396333","275","255"
"2023-05-04","Gwangju","910395","828","611"
"2023-05-04","Gyeongsangnam-do","1861839","1968","899"
"2023-05-04","Daegu","1359199","2005","581"
"2023-05-04","Total","31232744","34512","20123"
"2023-05-04","Gangwon-do","915755","1327","547"
"2023-05-04","Gyeonggi-do","8453963","8411","5885"
"2023-05-04","Incheon","1816565","1904","1223"
"2023-05-04","Gyeongsangbuk-do","1427048","2101","667"
"2023-05-04","Sejong","248552","57","134"
"2023-05-04","Chungcheongnam-do","1263769","1590","783"
"2023-05-04","Chungcheongbuk-do","979615","1045","590"
"2023-05-04","Lazaretto","18046","16","0"
"2023-05-04","Daejeon","911703","952","619"
"2023-05-04","Jeollanam-do","1022102","999","746"
"2023-05-04","Busan","1843661","2839","775"
